OrderID,OrderDate,Gender,AgeGroup,Channel,ShipDate,ItemCode,MapCode,Quantity,Revenue,Cost
388208186,2019-01-17,Female,20s,Online,2019-01-18,A10001,33,76,66045.1,17271.296
388265264,2018-02-08,Male,50s,Offline,,B10001,2,67,11435.2,9529.373
388278138,2020-02-01,Female,20s,Online,2020-02-03,A10002,1,79,37805.3,14705.534
388342940,2017-04-17,Male,30s,Offline,,B10001,39,44,24735.6,14613.767
388350665,2017-11-19,Male,30s,Offline,,B10001,37,55,17660.8,16770.984
388454091,2020-04-27,Male,20s,Online,2020-04-30,C10001,4,31,39775.4,38437.525
388457953,2018-08-06,Female,20s,Online,2018-08-08,A10001,41,86,75489.0,24460.170
388490569,2020-09-01,Female,20s,Online,2020-09-08,C10003,20,123,37288.7,31073.937
388595283,2019-11-03,Male,20s,Online,2019-11-07,C10004,31,65,16132.7,14658.560
388598287,2017-10-14,Male,20s,Online,2017-10-17,C10002,20,45,42635.7,13630.410
388599145,2019-06-09,Male,40s,Offline,,B10001,30,93,30872.2,19535.836
388603866,2018-11-01,Female,50s,Offline,2018-11-04,B10001,39,37,86786.1,11430.339
388745057,2019-03-27,Male,50s,Offline,,A10002,1,71,37922.9,31602.410
388817584,2020-05-15,Male,40s,Online,2020-05-16,C10005,24,60,30696.8,21624.847
388854920,2017-07-13,Female,40s,Offline,,D10001,32,46,16873.2,14060.965
388921868,2018-03-27,Male,60s,Offline,2018-03-31,B10001,17,78,81251.5,17964.130
388926160,2017-11-12,Male,20s,Offline,,D10002,7,98,8975.5,7479.550
388931310,2018-12-06,Female,30s,Online,2018-12-13,B10001,28,67,27059.7,15364.832
388947188,2018-12-21,Male,30s,Online,2018-12-30,C10002,8,23,21869.5,18224.600
388948047,2019-01-04,Female,50s,Offline,,C10005,32,59,37895.6,34897.048
388970363,2020-05-21,Female,50s,Online,2020-05-30,C10002,5,41,38303.4,14480.530
389064776,2020-08-27,Male,40s,Offline,2020-08-28,C10004,5,21,38890.3,15319.010
389074218,2018-01-29,Female,40s,Online,2018-01-29,C10003,4,45,31275.0,13147.075
389196097,2020-06-11,Male,50s,Offline,2020-06-19,C10003,4,33,31788.4,26490.361
389253604,2017-07-21,Female,30s,Online,2017-07-29,A10002,31,67,15382.2,14054.520
389263474,2020-08-19,Female,30s,Online,2020-08-19,C10007,4,75,31182.0,25984.982
389303386,2020-05-09,Female,50s,Online,2020-05-11,C10004,30,23,39407.7,38463.267
389405953,2019-04-15,Female,20s,Offline,,B10001,17,50,39194.6,38466.505
389406812,2018-02-08,Female,40s,Offline,,C10003,28,80,38829.5,15161.664
389454448,2017-09-01,Male,20s,Offline,,A10002,34,53,23810.1,12680.192
389469468,2017-04-04,Male,30s,Offline,2017-04-09,C10002,39,80,86414.5,48034.690
389488351,2019-06-14,Male,30s,Offline,,C10006,12,58,35786.5,13700.967
389524829,2018-01-28,Female,30s,Online,2018-01-30,A10001,5,52,25476.9,22555.187
389538133,2019-02-20,Male,50s,Online,2019-02-23,B10001,18,55,30580.8,25483.992
389542424,2019-08-08,Male,30s,Offline,,C10002,24,97,30375.0,25312.470
389584052,2018-02-09,Female,50s,Offline,2018-02-11,C10003,5,83,36103.1,11014.381
389590060,2018-12-10,Female,40s,Online,2018-12-14,A10001,38,52,32903.9,14128.091
389609801,2020-03-15,Male,30s,Online,2020-03-16,C10004,33,55,39196.3,12398.352
389646708,2020-02-16,Female,20s,Offline,,C10005,5,54,36336.0,14365.054
389663016,2020-04-14,Male,20s,Offline,,C10003,34,42,39010.7,16467.350
389663445,2020-12-04,Male,20s,Online,2020-12-06,C10007,5,28,30299.3,10692.292
389756572,2017-04-27,Female,20s,Online,2017-04-29,C10002,18,93,14357.9,11964.946
389804637,2017-05-03,Male,30s,Offline,2017-05-08,B10001,5,81,38535.4,5855.500
389813220,2020-12-09,Female,30s,Online,2020-12-13,C10006,1,74,39931.0,14556.910
389907634,2019-03-03,Female,20s,Online,2019-03-06,D10001,3,61,30289.2,18214.317
389956986,2017-06-03,Female,30s,Online,2017-06-09,D10001,24,52,20269.0,15612.310
390068566,2020-05-13,Male,30s,Online,2020-05-17,C10004,5,61,30010.4,14531.011
390108907,2019-01-03,Female,30s,Offline,,C10007,20,29,30426.9,14352.664
390130794,2019-03-01,Female,30s,Online,2019-03-03,A10001,39,58,11150.6,9292.192
390199887,2020-10-10,Female,20s,Online,2020-10-17,C10003,10,51,39441.7,32868.074
390202462,2020-08-13,Male,20s,Online,2020-08-18,C10007,12,60,30182.0,19868.970
390230357,2018-06-23,Female,40s,Online,2018-06-25,D10001,13,42,25089.9,15227.798
390366828,2018-08-01,Female,20s,Offline,2018-08-03,C10007,39,38,26243.7,16994.934
390369403,2019-01-28,Female,20s,Offline,2019-01-30,B10001,39,53,30377.9,10995.703
390386998,2019-10-31,Male,20s,Online,2019-11-03,C10006,5,55,31157.7,16618.355
390433347,2017-02-23,Female,60s,Online,2017-02-27,C10007,5,79,19955.4,16629.498
390449655,2019-08-16,Female,20s,Online,2019-08-22,A10002,39,46,30574.9,25479.044
390486562,2019-06-15,Male,30s,Online,2019-06-19,A10002,38,90,39533.7,37652.489
390536773,2019-08-01,Female,40s,Offline,2019-08-03,A10001,38,60,36037.7,30031.392
390564668,2020-03-29,Male,50s,Online,2020-03-31,A10002,1,44,30016.3,25013.592
390565526,2018-03-17,Female,30s,Offline,,C10002,14,48,42889.3,16647.624
390572822,2017-02-13,Male,50s,Online,2017-02-16,B10001,4,65,17936.7,14947.244
390577113,2020-08-29,Female,20s,Online,2020-08-31,A10001,23,91,38197.3,31831.114
390641486,2020-12-31,Female,50s,Online,2021-01-02,D10001,17,38,30248.5,25207.093
390643632,2020-08-03,Female,40s,Online,2020-08-05,C10007,37,45,39898.3,33248.587
390683972,2018-01-16,Female,20s,Offline,,C10003,39,34,14357.9,11964.883
390706717,2018-04-13,Male,20s,Online,2018-04-17,B10001,25,79,18660.0,10475.136
390776669,2018-10-27,Female,30s,Online,2018-10-31,B10001,39,63,22254.0,18316.004
390782678,2017-09-11,Male,40s,Online,2017-09-14,D10002,2,47,25689.9,11605.776
390783536,2019-10-07,Female,30s,Offline,,A10001,5,60,39455.2,17592.068
390783965,2020-12-07,Male,20s,Offline,,C10003,17,87,35318.9,29432.407
390812289,2017-07-01,Female,50s,Online,2017-07-03,B10001,29,77,15670.0,13962.635
390820872,2018-04-24,Male,50s,Offline,,D10002,5,62,16263.0,13552.532
390903270,2020-06-02,Male,30s,Offline,,C10003,20,44,39466.1,32888.418
390936744,2018-03-08,Male,60s,Offline,,C10003,34,50,10986.4,9155.299
391019141,2019-07-27,Female,30s,Online,2019-07-29,B10001,17,56,31283.2,27981.358
391053044,2018-07-31,Female,60s,Online,2018-08-03,B10001,5,41,22780.7,13903.197
391065061,2019-10-17,Female,20s,Online,2019-10-19,C10001,39,23,39858.5,33215.446
391071927,2018-12-28,Female,20s,Offline,2018-12-31,C10002,16,45,19985.7,13176.955
391159904,2018-05-01,Male,30s,Online,2018-05-03,C10002,1,81,13627.9,11417.660
391164624,2018-02-21,Female,30s,Online,2018-02-24,C10007,5,98,30967.6,14713.700
391189944,2017-12-28,Female,30s,Online,2018-01-01,B10001,37,59,31619.4,26349.475
391215693,2020-04-27,Male,20s,Offline,2020-05-03,C10006,15,33,38550.4,32125.303
391217410,2017-06-01,Male,20s,Online,2017-06-04,C10002,25,72,47320.2,21096.393
391245305,2017-04-13,Male,20s,Offline,,B10001,28,69,58110.0,26500.609
391268050,2020-06-10,Female,50s,Online,2020-06-17,C10001,12,41,38860.8,10803.968
391289079,2019-09-04,Male,60s,Online,2019-09-06,C10001,39,49,37494.8,31245.691
391344439,2019-08-22,Female,20s,Offline,,C10004,11,51,38469.4,17260.031
391386067,2019-10-08,Female,30s,Online,2019-10-11,B10001,40,172,34166.9,28472.402
391403663,2020-07-31,Female,40s,Online,2020-08-05,C10003,5,24,39625.3,37597.826
391415250,2017-08-20,Male,20s,Offline,,C10004,26,51,20490.1,16681.728
391447865,2020-11-15,Male,30s,Online,2020-11-24,D10001,2,94,38711.8,15162.964
391452157,2020-12-28,Female,60s,Online,2020-12-31,C10006,5,58,39346.6,32788.850
391499793,2018-06-28,Female,20s,Online,2018-06-29,A10002,22,41,64283.7,15431.241
391539704,2018-07-07,Male,30s,Online,2018-07-10,C10001,21,27,11193.5,9327.879
391572320,2020-06-15,Female,30s,Online,2020-06-17,C10003,38,57,31607.6,26339.647
391616523,2020-02-02,Male,30s,Online,2020-02-02,D10002,34,41,39281.2,15279.764
391619098,2018-04-15,Male,50s,Online,2018-04-18,C10007,4,50,14421.3,10501.120
391644847,2020-06-19,Male,20s,Offline,2020-06-21,C10006,14,40,38761.4,38360.816
391705787,2019-12-21,Female,20s,Online,2019-12-22,B10001,40,71,34163.9,28469.941
391716516,2019-10-26,Male,50s,Offline,2019-11-03,D10002,11,37,47402.6,43402.240
391716945,2017-10-10,Female,50s,Offline,,C10007,39,59,12909.8,10758.195
391719090,2020-10-04,Female,20s,Online,2020-10-06,D10001,5,95,33087.2,27572.646
391725099,2020-01-28,Male,40s,Online,2020-02-01,C10006,17,83,38108.2,31756.859
391731965,2019-08-05,Female,30s,Offline,,C10002,5,31,31848.6,26540.478
391735827,2018-11-29,Male,20s,Online,2018-12-03,B10001,41,68,19217.5,16014.543
391752135,2019-07-06,Female,30s,Offline,,A10001,39,93,30180.8,21182.285
391753423,2018-01-10,Female,50s,Online,2018-01-18,C10003,12,81,18455.4,12483.072
391783034,2020-10-31,Male,40s,Offline,,C10007,5,50,37815.7,17684.773
391813933,2017-06-30,Female,20s,Offline,,C10002,28,55,22566.8,18805.627
391848695,2020-11-25,Female,20s,Online,2020-11-27,A10002,40,73,31607.6,26339.647
391874873,2018-07-07,Male,40s,Offline,2018-07-10,C10003,37,100,25779.9,21483.230
391903197,2018-11-23,Male,30s,Offline,,B10001,16,62,12504.7,10505.778
391903626,2018-02-27,Male,20s,Online,2018-02-28,B10001,32,59,11531.2,9609.355
391920363,2020-07-10,Female,30s,Offline,2020-07-12,C10007,5,98,38269.5,19548.028
391972720,2019-01-20,Male,40s,Online,2019-01-20,C10007,1,34,30197.1,11725.044
392034089,2017-03-13,Female,30s,Offline,,B10001,15,61,26143.1,10427.852
392093741,2018-05-01,Female,50s,Online,2018-05-05,A10001,32,49,64969.2,50376.720
392135798,2018-01-25,Female,30s,Offline,,C10003,39,78,10090.9,8409.108
392143523,2019-04-29,Male,50s,Online,2019-04-29,D10002,39,51,24077.9,20566.240
392171847,2018-10-31,Male,20s,Online,2018-11-02,C10007,21,59,20033.8,16694.795
392205321,2020-04-11,Male,20s,Online,2020-04-14,C10007,33,58,32279.6,26899.707
392289865,2019-01-05,Female,50s,Offline,,C10004,32,59,19537.4,16281.155
392332780,2020-03-14,Female,20s,Online,2020-03-20,D10002,38,77,37564.5,31303.769
392341792,2020-12-10,Male,20s,Online,2020-12-12,C10004,5,83,38525.5,37767.848
392376983,2020-10-10,Female,40s,Offline,,C10007,26,68,38949.3,15046.797
392401874,2018-06-06,Male,50s,Online,2018-06-08,B10001,34,46,81092.1,14092.237
392405736,2017-02-20,Female,50s,Online,2017-02-21,B10001,30,61,33017.3,26585.797
392441785,2019-08-06,Male,20s,Online,2019-08-07,D10002,5,74,36360.9,30300.785
392459380,2020-11-30,Male,20s,Online,2020-12-03,C10001,39,55,39654.3,38011.375
392471826,2019-10-04,Male,50s,Online,2019-10-13,B10001,35,70,28593.0,2266.800
392473113,2020-06-27,Female,50s,Online,2020-06-30,D10001,19,52,38837.5,38544.642
392506587,2020-01-07,Female,60s,Offline,2020-01-09,C10004,38,52,30034.6,11557.373
392526757,2020-07-23,Male,40s,Offline,,C10007,12,84,30810.8,25675.701
392601430,2018-11-11,Female,20s,Offline,2018-11-14,C10001,30,55,16875.6,14063.000
392676961,2020-07-15,Female,30s,Offline,2020-07-18,C10007,38,31,39814.4,13969.681
392680394,2020-02-17,Female,40s,Offline,2020-02-26,C10003,34,52,37316.0,31096.677
392717301,2017-02-15,Male,20s,Offline,,B10001,5,84,15434.2,13281.072
392720735,2017-10-31,Male,20s,Offline,,C10002,20,47,46144.7,15576.064
392779958,2020-02-16,Female,40s,Online,2020-02-18,C10003,17,56,38935.6,15764.958
392784678,2017-03-03,Female,50s,Online,2017-03-04,B10001,39,30,76963.9,58171.680
392818582,2020-10-04,Female,20s,Online,2020-10-06,C10004,26,57,39321.5,22268.280
392922437,2019-01-07,Male,40s,Online,2019-01-09,B10001,24,67,31211.8,26009.837
392995393,2020-11-05,Female,20s,Online,2020-11-06,C10006,20,48,39525.9,39421.948
393021571,2020-06-08,Female,50s,Online,2020-06-09,D10001,31,60,35753.5,14706.153
393140017,2020-09-14,Female,40s,Online,2020-09-17,C10006,21,56,39939.9,16214.003
393196666,2018-01-10,Female,50s,Online,2018-01-15,D10001,31,58,10775.2,8979.333
393206536,2017-02-10,Female,30s,Offline,,C10004,33,52,17578.2,15952.605
393298804,2017-10-21,Female,40s,Offline,2017-10-29,C10004,1,53,34302.7,11489.915
393311250,2019-01-07,Male,30s,Online,2019-01-09,D10002,40,87,37800.2,31500.165
393364465,2017-12-10,Female,50s,Offline,2017-12-13,C10007,15,63,19460.0,16216.685
393390643,2020-04-14,Male,60s,Online,2020-04-17,C10004,31,56,30042.5,13690.314
393391931,2017-02-04,Male,30s,Online,2017-02-09,D10002,9,51,13929.6,11607.964
393409097,2018-01-24,Female,20s,Offline,,C10006,12,49,19573.0,16310.802
393412530,2017-07-04,Female,30s,Offline,,C10002,15,25,86881.0,14586.930
393517673,2019-01-21,Female,40s,Offline,,B10001,38,66,31676.0,16101.012
393527972,2019-08-24,Female,20s,Online,2019-08-28,A10001,24,59,30148.3,20171.623
393575179,2020-12-08,Female,40s,Online,2020-12-11,C10003,5,22,30932.2,25776.847
393594062,2019-08-04,Female,50s,Offline,,C10003,14,51,51837.7,18531.090
393603074,2018-01-27,Male,40s,Offline,2018-01-28,B10001,16,66,19198.6,16468.302
393635261,2019-01-13,Male,30s,Online,2019-01-15,C10001,39,54,32629.5,15710.323
393636977,2019-10-19,Female,30s,Offline,,C10005,39,63,30089.4,15773.348
393722808,2019-06-17,Female,30s,Online,2019-06-20,B10001,31,31,31464.6,18291.746
393817651,2020-05-25,Female,40s,Online,2020-05-29,C10002,11,25,37693.4,13125.872
393871295,2019-08-31,Male,40s,Online,2019-09-02,B10001,39,26,30298.3,25248.602
393905198,2019-09-28,Male,30s,Offline,,D10001,5,98,38490.5,15114.633
393948972,2018-01-08,Female,50s,Offline,,B10001,31,46,15830.7,13192.227
393990600,2020-06-27,Female,40s,Online,2020-07-05,C10001,3,43,37523.7,31269.719
394022357,2020-09-03,Female,20s,Online,2020-09-11,C10002,12,82,39276.9,16556.714
394039523,2020-09-08,Male,30s,Online,2020-09-10,D10002,39,65,39469.1,16827.539
394065272,2019-04-19,Male,40s,Offline,,C10006,39,88,39118.9,18919.468
394138658,2017-10-24,Male,30s,Online,2017-10-27,D10002,29,61,35678.9,31016.769
394146811,2020-03-28,Female,30s,Offline,2020-04-01,A10002,17,83,30123.7,18245.439
394165694,2018-04-10,Female,50s,Offline,,A10002,22,72,3592.1,2993.375
394180285,2019-06-06,Male,50s,Offline,,B10001,5,91,30252.1,25210.106
394199597,2019-09-08,Male,40s,Online,2019-09-09,D10002,37,52,39978.1,35576.016
394235646,2020-09-09,Male,20s,Online,2020-09-14,C10004,11,21,30397.6,16731.172
394292294,2019-05-07,Female,20s,Online,2019-05-09,A10001,28,94,30327.8,25273.187
394299161,2020-04-06,Female,50s,Online,2020-04-07,C10003,15,42,30559.7,21683.705
394369542,2017-05-28,Male,40s,Online,2017-06-01,D10002,5,54,11648.2,9706.800
394375121,2018-09-23,Female,30s,Offline,,A10001,39,52,14537.1,12114.251
394377267,2017-11-22,Female,40s,Offline,,C10002,35,31,20940.3,17450.217
394378554,2020-01-22,Female,20s,Online,2020-01-25,A10002,10,92,30415.4,25346.146
394380271,2020-07-16,Female,20s,Online,2020-07-20,C10007,28,42,30991.4,25826.142
394392716,2017-12-27,Female,50s,Offline,2017-12-29,D10001,19,76,17218.0,11873.792
394401299,2020-06-30,Female,30s,Offline,2020-07-01,C10001,21,48,32416.1,27013.408
394448935,2017-08-28,Female,40s,Offline,,D10002,39,77,18679.8,12597.741
394460952,2017-10-24,Female,50s,Offline,2017-10-27,C10003,28,28,88401.8,10229.251
394526612,2017-10-25,Male,30s,Online,2017-11-01,D10001,39,57,81441.6,18675.522
394579398,2020-02-13,Female,50s,Offline,,C10007,32,93,39653.7,33044.755
394580686,2020-01-24,Female,30s,Online,2020-01-27,A10001,16,64,36454.8,30379.038
394587552,2019-03-17,Female,40s,Offline,,A10001,7,64,31835.5,13647.412
394590127,2018-04-20,Male,40s,Online,2018-04-22,C10002,16,47,19902.5,16585.446
394595706,2017-05-22,Female,30s,Online,2017-05-23,B10001,1,54,86548.8,22045.184
394654929,2018-12-02,Female,30s,Offline,,C10002,39,63,82545.8,24621.355
394680249,2020-09-07,Male,40s,Online,2020-09-11,C10006,5,68,38528.0,24996.616
394751918,2019-11-30,Male,20s,Offline,2019-12-07,D10001,12,84,38243.9,14007.179
394768655,2018-01-08,Male,40s,Online,2018-01-14,D10002,39,64,20062.6,19063.475
394836890,2020-03-16,Male,60s,Online,2020-03-21,D10001,33,46,30153.9,18498.771
394842898,2020-12-03,Male,60s,Offline,2020-12-05,A10002,17,36,31026.7,13525.572
394903838,2017-08-07,Female,40s,Online,2017-08-09,D10002,6,73,15013.9,12511.556
394929158,2019-05-22,Male,30s,Online,2019-05-29,D10002,29,86,31538.1,26281.758
394930875,2018-09-09,Male,50s,Online,2018-09-13,B10001,39,99,19989.5,16657.915
394940316,2019-03-27,Female,20s,Offline,,C10002,5,87,19876.7,19584.747
394946324,2018-06-01,Female,40s,Online,2018-06-01,B10001,33,82,12152.3,10126.877
395008981,2019-02-14,Female,40s,Offline,,C10004,32,97,30716.1,12459.415
395051467,2018-03-06,Male,20s,Online,2018-03-08,D10002,24,51,14891.8,12409.840
395139443,2020-07-30,Male,30s,Online,2020-08-02,C10005,38,40,37910.0,23697.837
395180642,2020-07-01,Female,40s,Online,2020-07-03,D10001,31,152,38453.4,32044.539
395213687,2017-10-29,Female,30s,Offline,2017-11-04,C10002,39,22,21482.7,17902.211
395235574,2017-09-14,Male,30s,Online,2017-09-15,D10001,10,76,19154.8,15962.320
395251882,2019-04-17,Female,20s,Offline,,C10002,5,76,20361.8,11951.990
395259606,2020-10-23,Female,20s,Online,2020-10-26,C10003,6,29,39759.9,39734.855
395292222,2017-03-02,Female,20s,Offline,2017-03-04,B10001,28,47,24111.6,12764.150
395296514,2020-10-24,Female,60s,Online,2020-10-29,C10004,12,81,38912.3,32426.904
395297372,2019-04-16,Male,50s,Offline,,C10007,39,93,39658.6,11530.280
395322692,2017-06-18,Female,30s,Offline,,A10001,39,47,24850.3,15629.809
395323121,2019-07-30,Male,60s,Offline,,C10001,40,59,30996.9,25830.741
395323550,2018-11-08,Female,30s,Offline,,B10001,39,63,34669.8,13955.357
395346724,2019-09-14,Male,30s,Offline,,B10001,31,56,19809.7,17876.838
395347154,2020-10-07,Female,30s,Online,2020-10-10,D10001,20,53,37217.3,14063.775
395366466,2019-04-27,Female,20s,Offline,2019-05-04,C10003,39,65,30449.3,25374.425
395371615,2020-01-09,Female,60s,Online,2020-01-13,C10002,15,58,36475.8,30396.535
395422685,2017-10-06,Male,60s,Offline,,D10001,32,22,12609.4,10507.842
395433413,2019-10-14,Female,20s,Online,2019-10-20,A10001,5,99,29803.5,12898.312
395437276,2018-08-30,Male,30s,Offline,,C10003,5,57,29302.7,24418.950
395462167,2018-10-06,Female,20s,Online,2018-10-09,C10003,15,51,14942.0,12451.707
395477187,2017-04-04,Male,50s,Offline,,D10001,28,56,50807.4,17470.470
395494353,2019-09-22,Female,30s,Online,2019-09-27,A10001,27,81,39236.7,18906.668
395528256,2017-01-25,Male,20s,Offline,,C10001,15,88,19800.9,10889.894
395529115,2017-03-15,Female,30s,Online,2017-03-16,B10001,37,55,19714.0,13098.034
395543277,2020-08-15,Male,40s,Online,2020-08-17,C10007,37,92,35685.5,29737.880
395571601,2017-11-30,Male,50s,Offline,,B10001,39,63,84333.9,11157.111
395619666,2017-12-26,Female,30s,Offline,,B10001,33,93,24865.0,17785.308
395629537,2020-04-25,Male,40s,Online,2020-05-02,A10001,4,84,31674.9,26395.731
395718371,2017-12-29,Male,30s,Online,2017-12-30,D10001,40,88,22958.2,19131.818
395752274,2020-05-04,Male,30s,Online,2020-05-04,C10002,24,64,38516.8,16623.622
395828664,2018-04-15,Female,40s,Offline,,A10001,24,61,18093.4,17330.679
395882308,2020-01-22,Male,30s,Online,2020-01-25,C10002,4,77,31012.8,18842.581
395932519,2019-04-09,Female,30s,Offline,,A10001,39,70,13926.8,11605.660
395957410,2020-01-25,Female,30s,Offline,,C10001,5,61,30452.8,25377.374
395962560,2020-06-25,Female,20s,Online,2020-06-26,C10001,38,35,31088.5,23665.183
396057832,2017-09-21,Female,50s,Offline,,A10001,11,64,12754.6,10628.800
396127784,2018-04-06,Male,40s,Offline,,A10001,4,58,22448.8,19925.374
396162974,2017-06-20,Male,60s,Offline,,D10002,1,89,44145.9,17648.333
396174561,2020-08-20,Male,30s,Online,2020-08-25,A10002,9,52,39776.6,21040.807
396174991,2018-05-28,Female,40s,Offline,,C10004,15,80,37670.6,31392.132
396179282,2018-07-07,Male,40s,Offline,2018-07-09,A10001,5,62,22932.4,14623.400
396195590,2020-02-08,Female,30s,Online,2020-02-12,A10001,24,61,35054.2,29211.839
396274983,2018-10-24,Male,30s,Offline,2018-10-26,C10005,15,50,99123.1,16724.736
396305024,2017-06-12,Female,60s,Offline,,C10004,28,34,17954.2,14961.823
396326053,2017-08-22,Male,50s,Offline,,B10001,12,41,32544.7,20041.169
396337640,2020-01-16,Female,50s,Online,2020-01-20,A10001,39,56,38824.1,17885.035
396339786,2020-10-18,Male,50s,Online,2020-10-20,A10002,41,52,39847.1,20513.479
396363389,2020-03-08,Female,30s,Online,2020-03-15,C10002,21,46,35181.2,18717.654
396389138,2018-04-17,Male,50s,Online,2018-04-21,A10001,17,28,28848.4,21816.627
396398150,2019-01-30,Female,40s,Online,2019-01-31,C10002,31,77,37104.4,30920.366
396438062,2020-09-08,Male,30s,Online,2020-09-09,C10006,21,90,38942.4,19727.374
396442353,2019-10-15,Female,30s,Online,2019-10-17,C10004,4,32,17523.3,14602.738
396477973,2019-01-22,Male,30s,Online,2019-01-26,B10001,26,97,31538.5,14421.819
396480119,2020-06-08,Male,20s,Online,2020-06-17,C10001,39,66,37654.0,16275.505
396533334,2020-04-29,Female,30s,Offline,,C10006,1,83,39814.8,39155.025
396563374,2017-01-07,Male,20s,Offline,,D10001,9,50,15818.3,14574.438
396672809,2017-07-31,Female,40s,Online,2017-08-09,C10007,39,46,25089.9,20908.262
396678817,2017-02-20,Female,20s,Offline,,C10002,35,99,11674.3,9728.594
396798121,2018-12-26,Male,50s,Online,2019-01-02,B10001,38,44,15016.4,12513.636
396849620,2019-04-18,Male,20s,Offline,,C10002,33,64,39773.0,33144.140
396862924,2018-12-07,Female,20s,Offline,,C10005,37,51,16977.1,14147.589
396867215,2018-01-10,Male,50s,Offline,,C10003,39,93,22147.0,13966.848
396908843,2019-08-02,Female,20s,Offline,2019-08-09,C10004,15,61,37463.5,31219.593
397028148,2018-10-05,Male,50s,Offline,2018-10-12,A10002,5,39,18627.0,15522.472
397074067,2019-04-13,Male,50s,Offline,2019-04-16,D10002,37,55,32951.2,27459.357
397083938,2018-01-04,Female,60s,Offline,,D10001,5,58,15438.9,12865.722
397108399,2019-05-07,Male,30s,Offline,2019-05-12,C10007,39,67,38472.9,32060.782
397150456,2018-12-09,Female,20s,Offline,,C10007,39,98,14601.9,11466.440
397281348,2020-01-07,Male,50s,Offline,2020-01-15,D10002,28,61,33772.2,13664.264
397302806,2019-07-03,Male,20s,Online,2019-07-06,D10002,33,76,32601.4,18185.119
397311389,2020-04-28,Male,20s,Offline,2020-05-02,C10007,37,55,35697.5,29747.922
397345292,2019-01-12,Male,30s,Offline,2019-01-14,B10001,31,31,31061.0,11556.946
397393357,2018-02-04,Female,30s,Online,2018-02-07,A10001,32,42,41097.9,16809.778
397438848,2018-11-22,Female,20s,Offline,,C10002,1,71,59301.5,15984.640
397464597,2019-07-05,Male,20s,Online,2019-07-08,C10004,31,30,39343.6,16971.209
397490775,2018-09-29,Female,30s,Offline,,C10005,21,43,36388.2,22682.489
397517383,2019-09-25,Male,20s,Online,2019-09-28,C10002,1,52,37860.9,14514.850
397540128,2017-04-29,Male,20s,Online,2017-05-08,C10001,11,64,63291.9,21095.424
397596776,2020-05-05,Male,20s,Online,2020-05-07,A10002,36,50,39820.0,24629.668
397668015,2017-01-25,Female,20s,Online,2017-01-27,B10001,39,35,16637.3,13864.436
397715222,2020-10-14,Male,50s,Online,2020-10-15,C10003,39,100,30278.4,13687.569
397792470,2019-07-10,Male,20s,Online,2019-07-13,A10002,13,51,38245.8,37215.255
397807919,2020-07-14,Female,60s,Online,2020-07-17,C10006,38,46,39748.8,14678.137
397832381,2017-08-19,Female,30s,Offline,,A10001,39,40,15810.3,11317.510
397908771,2019-09-01,Female,30s,Online,2019-09-04,C10003,4,56,39333.1,13310.595
397942245,2020-08-30,Male,40s,Online,2020-09-02,C10006,30,71,38771.6,32309.642
397961127,2018-02-20,Female,30s,Online,2018-02-28,A10001,26,52,16581.4,13817.835
397992026,2018-05-08,Female,30s,Offline,,D10001,5,57,11526.4,9605.348
398001468,2017-02-14,Male,60s,Online,2017-02-20,D10002,1,44,68407.6,19026.164
398017776,2020-08-27,Female,40s,Online,2020-08-30,C10007,17,99,38807.3,15553.849
398049533,2017-08-04,Male,20s,Online,2017-08-06,C10001,31,25,16735.0,13945.854
398080432,2020-12-13,Male,20s,Online,2020-12-13,C10002,12,21,39813.2,10054.923
398084294,2020-11-09,Male,40s,Online,2020-11-10,C10004,17,61,38291.5,18989.059
398103177,2020-03-22,Female,30s,Online,2020-03-24,C10001,30,81,38378.1,31981.749
398171412,2017-07-20,Female,40s,Offline,,D10001,39,64,19801.5,16501.280
398174846,2020-04-01,Female,20s,Offline,,A10001,1,77,31391.0,24026.557
398189437,2019-08-25,Male,30s,Online,2019-09-02,B10001,39,64,31352.4,26127.013
398201024,2018-12-09,Male,20s,Online,2018-12-12,A10001,5,63,35949.2,20697.738
398276555,2019-05-09,Female,20s,Offline,,C10002,17,38,32466.7,18626.079
398290288,2017-01-02,Female,20s,Offline,2017-01-06,C10004,40,56,38951.0,27358.278
398370969,2017-06-23,Male,50s,Online,2017-06-23,B10001,30,31,30793.9,15597.653
398446500,2019-05-06,Male,20s,Offline,,D10001,39,87,31021.8,25851.536
398607003,2020-12-01,Female,60s,Online,2020-12-06,C10004,39,31,37169.8,30974.811
398784673,2020-07-29,Male,30s,Online,2020-07-31,C10007,5,24,30374.6,25312.142
398831450,2020-06-29,Female,20s,Offline,,A10001,39,89,30837.5,18239.197
398849475,2019-12-20,Female,60s,Offline,,B10001,34,65,31236.7,26030.548
398912131,2020-11-18,Female,30s,Offline,,C10006,15,77,36287.3,21489.627
398925006,2018-12-17,Male,50s,Offline,2018-12-19,C10007,1,71,39508.9,11256.613
398926723,2018-12-17,Male,40s,Online,2018-12-19,B10001,41,35,16971.2,14142.695
398961913,2019-12-28,Female,40s,Offline,,A10002,1,53,38645.5,38554.015
399007833,2017-01-24,Female,30s,Offline,2017-01-26,C10003,33,76,31321.8,15192.342
399028432,2018-07-04,Female,60s,Offline,2018-07-06,B10001,31,66,34416.4,23152.647
