OrderID,OrderDate,Gender,AgeGroup,Channel,ShipDate,ItemCode,MapCode,Quantity,Revenue,Cost,Category,Item Type,Region,Country,Code2,Code3,Latitude,Longitude
303238379,2017-06-19,Male,40s,Online,2017-06-23,C10004,13,44,37144.5,20095.182,Foods,Fruits,Europe,Greece,GR,GRC,39.074208,21.824312
303293740,2018-12-14,Female,20s,Offline,,C10002,16,72,15960.7,13300.596,Foods,Beverages,Europe,Italy,IT,ITA,41.87194,12.56738
303351247,2018-08-16,Male,40s,Offline,,C10002,11,74,10429.9,8691.552,Foods,Beverages,Europe,France,FR,FRA,46.227638,2.213749
303376996,2018-11-08,Female,30s,Offline,2018-11-08,C10002,4,40,17361.3,15921.843,Foods,Beverages,America,Canada,CA,CAN,45.423494,-75.697933
303425490,2018-08-03,Female,20s,Online,2018-08-08,A10001,39,56,18167.4,15139.52,Beauty & Health,Cosmetics,America,United States of America,US,USA,37.09024,-95.712891
303449952,2017-03-22,Female,30s,Offline,,C10005,21,74,28418.5,23682.092,Foods,Baby Food,Asia,Mongolia,MN,MNG,47.0077031,103.7914154
303463256,2018-10-23,Female,30s,Offline,,B10001,39,61,68081.0,34620.76,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
303501880,2019-05-22,Male,20s,Offline,,D10001,37,47,36256.2,17632.734,Home,Household,Europe,Turkey,TR,TUR,38.963745,35.243322
303564107,2017-05-29,Female,40s,Online,2017-05-31,C10002,40,52,19294.7,16078.883,Foods,Beverages,Asia,Vietnam,VN,VNM,21.0241667,105.8411111
303569257,2018-10-12,Female,30s,Online,2018-10-12,B10001,34,23,25923.0,10950.307,Clothes,Clothes,Asia,Taiwan,TW,TWN,23.69781,120.960515
303608739,2019-01-22,Female,40s,Offline,2019-01-28,B10001,16,69,31805.0,26504.126,Clothes,Clothes,Europe,Italy,IT,ITA,41.87194,12.56738
303663241,2020-08-09,Female,40s,Online,2020-08-19,D10001,39,73,37092.2,30910.192,Home,Household,America,United States of America,US,USA,37.09024,-95.712891
303745210,2020-05-13,Female,50s,Online,2020-05-15,C10005,27,60,38566.8,32139.035,Foods,Baby Food,Europe,Poland,PL,POL,51.919438,19.145136
303776967,2019-12-13,Male,50s,Online,2019-12-16,C10002,38,66,32003.5,26669.612,Foods,Beverages,Europe,United Kingdom,GB,GBR,51.51333,-0.088947
303837907,2018-06-04,Female,30s,Online,2018-06-06,D10002,28,99,38846.7,17687.465,Office,Office Supplies,Europe,Russia,RU,RUS,55.755786,37.617633
303839623,2020-07-06,Female,40s,Online,2020-07-07,A10002,39,99,39403.4,38993.277,Beauty & Health,Personal Care,America,United States of America,US,USA,37.09024,-95.712891
303843057,2020-11-30,Male,50s,Offline,,C10003,15,78,37491.4,31242.812,Foods,Vegetables,Europe,Iceland,IS,ISL,65.0,-18.0
303860223,2017-03-28,Female,30s,Offline,,B10001,37,47,16637.3,10267.471,Clothes,Clothes,Europe,Turkey,TR,TUR,38.963745,35.243322
303954207,2019-04-21,Female,30s,Online,2019-04-23,B10001,17,49,34478.4,24330.62,Clothes,Clothes,Asia,Japan,JP,JPN,36.204824,138.252924
304034459,2019-01-04,Female,20s,Online,2019-01-06,C10002,41,87,36294.1,15342.793,Foods,Beverages,Asia,Yemen,YE,YEM,15.0,48.0
304049479,2020-10-27,Female,20s,Online,2020-10-28,A10001,1,59,37703.4,31419.52,Beauty & Health,Cosmetics,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
304102265,2017-01-06,Female,50s,Offline,,B10001,21,71,19331.1,16109.275,Clothes,Clothes,Asia,Mongolia,MN,MNG,47.0077031,103.7914154
304163205,2018-05-30,Female,40s,Offline,2018-06-03,C10004,30,51,22999.0,14619.898,Foods,Fruits,Asia,Singapore,SG,SGP,1.2894066,103.8499619
304170501,2017-03-05,Female,30s,Online,2017-03-07,B10001,5,88,12555.9,10463.242,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
304179942,2020-02-23,Male,20s,Online,2020-02-26,C10007,40,32,37928.5,12171.963,Foods,Meat,Asia,Vietnam,VN,VNM,21.0241667,105.8411111
304200541,2017-02-14,Female,50s,Online,2017-02-17,A10001,6,38,55040.3,24796.2,Beauty & Health,Cosmetics,Europe,Croatia,HR,HRV,45.1,15.3
304217708,2020-02-05,Female,40s,Online,2020-02-07,C10006,17,24,31595.7,26329.713,Foods,Cereal,Asia,Japan,JP,JPN,36.204824,138.252924
304221999,2020-12-08,Male,20s,Online,2020-12-09,C10006,4,27,31024.6,18925.509,Foods,Cereal,America,Canada,CA,CAN,45.423494,-75.697933
304233157,2017-01-23,Female,50s,Offline,,C10003,8,60,35979.7,11786.347,Foods,Vegetables,Europe,Denmark,DK,DNK,56.26392,9.501785
304255902,2018-04-24,Female,50s,Online,2018-04-28,B10001,19,45,17134.7,14278.945,Clothes,Clothes,Asia,Malaysia,MY,MYS,4.210484,101.975766
304267489,2017-09-20,Female,50s,Offline,,B10001,31,81,11129.5,9274.549,Clothes,Clothes,Asia,South Korea,KR,KOR,35.907757,127.766922
304298818,2020-01-15,Female,40s,Online,2020-01-19,A10001,7,94,39194.1,32661.779,Beauty & Health,Cosmetics,America,Cuba,CU,CUB,21.3,-80.0
304314267,2017-07-11,Female,30s,Offline,,C10005,9,88,10331.3,8609.386,Foods,Baby Food,Africa,Egypt,EG,EGY,26.820553,30.802498
304347741,2019-07-31,Female,40s,Offline,2019-08-06,D10001,31,81,30102.4,25085.343,Home,Household,Asia,South Korea,KR,KOR,35.907757,127.766922
304392802,2020-07-26,Female,40s,Online,2020-08-03,C10002,30,41,39150.6,32625.468,Foods,Beverages,Asia,Singapore,SG,SGP,1.2894066,103.8499619
304448163,2018-08-14,Male,30s,Online,2018-08-16,B10001,32,73,17658.6,2781.84,Clothes,Clothes,Europe,Spain,ES,ESP,40.463667,-3.74922
304463183,2017-06-15,Male,30s,Online,2017-06-17,C10001,5,34,16198.4,15654.307,Foods,Snacks,Asia,China,CN,CHN,35.86166,104.195397
304502665,2017-09-20,Female,30s,Offline,2017-09-23,C10003,32,65,24832.9,20642.664,Foods,Vegetables,Europe,Spain,ES,ESP,40.463667,-3.74922
304606091,2017-07-24,Male,40s,Offline,,C10002,13,82,19411.6,16176.3,Foods,Beverages,Europe,Greece,GR,GRC,39.074208,21.824312
304616391,2020-11-19,Female,30s,Online,2020-11-23,A10002,3,65,31601.3,12001.832,Beauty & Health,Personal Care,Europe,Belgium,BE,BEL,50.503887,4.469936
304621112,2018-06-09,Male,30s,Offline,2018-06-13,B10001,5,52,21315.4,17762.855,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
304641711,2018-07-01,Female,40s,Online,2018-07-03,D10001,39,29,18072.7,15060.605,Home,Household,America,United States of America,US,USA,37.09024,-95.712891
304646003,2020-11-25,Female,20s,Online,2020-11-26,C10007,39,42,30825.6,25687.978,Foods,Meat,America,United States of America,US,USA,37.09024,-95.712891
304653728,2019-10-24,Female,60s,Offline,,B10001,39,37,34363.8,22512.825,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
304754579,2020-05-20,Male,30s,Online,2020-05-23,C10006,30,98,32130.6,26775.499,Foods,Cereal,Asia,Singapore,SG,SGP,1.2894066,103.8499619
304758441,2017-10-20,Female,50s,Online,2017-10-22,C10006,16,82,20311.4,10813.937,Foods,Cereal,Europe,Italy,IT,ITA,41.87194,12.56738
304775178,2017-05-17,Female,30s,Online,2017-05-17,A10001,21,64,23040.4,16448.84,Beauty & Health,Cosmetics,Asia,Mongolia,MN,MNG,47.0077031,103.7914154
304846847,2017-04-26,Male,20s,Offline,2017-04-29,B10001,5,26,23710.2,19758.515,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
304881608,2019-12-26,Male,50s,Online,2019-12-28,C10005,32,44,31513.5,17240.8,Foods,Baby Food,Europe,Spain,ES,ESP,40.463667,-3.74922
304930531,2017-03-13,Female,20s,Offline,2017-03-16,C10003,1,46,33042.4,22084.776,Foods,Vegetables,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
304938685,2017-09-02,Female,30s,Online,2017-09-07,B10001,23,62,4621.8,3851.5,Clothes,Clothes,Asia,Nepal,NP,NPL,28.394857,84.124008
304966580,2020-06-13,Male,40s,Online,2020-06-15,C10006,5,80,37452.5,31210.409,Foods,Cereal,Asia,China,CN,CHN,35.86166,104.195397
304971730,2020-03-26,Female,40s,Online,2020-03-28,C10003,40,67,38559.9,19028.158,Foods,Vegetables,Asia,Vietnam,VN,VNM,21.0241667,105.8411111
304976880,2018-11-16,Male,30s,Offline,,C10004,12,37,15396.9,13555.179,Foods,Fruits,Europe,Germany,DE,DEU,52.5234051,13.4113999
305000054,2019-09-09,Female,50s,Online,2019-09-12,B10001,20,68,38130.8,31775.668,Clothes,Clothes,America,Mexico,MX,MEX,23.634501,-102.552784
305016362,2019-07-19,Female,40s,Offline,,C10007,9,54,31995.8,26663.134,Foods,Meat,Africa,Egypt,EG,EGY,26.820553,30.802498
305095756,2017-07-17,Male,20s,Online,2017-07-20,B10001,11,63,17883.6,14902.965,Clothes,Clothes,Europe,France,FR,FRA,46.227638,2.213749
305097901,2020-04-12,Female,50s,Online,2020-04-18,C10005,11,32,30061.4,21259.76,Foods,Baby Food,Europe,France,FR,FRA,46.227638,2.213749
305100047,2018-08-10,Female,40s,Offline,,C10003,40,51,16587.1,13822.606,Foods,Vegetables,Asia,Vietnam,VN,VNM,21.0241667,105.8411111
305101764,2017-03-26,Male,30s,Offline,,B10001,39,90,63720.9,41585.185,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
305107772,2019-10-22,Male,30s,Online,2019-10-27,B10001,20,54,35847.1,29872.582,Clothes,Clothes,America,Mexico,MX,MEX,23.634501,-102.552784
305118072,2018-03-30,Male,50s,Online,2018-04-01,C10002,39,97,18863.9,14620.221,Foods,Beverages,America,United States of America,US,USA,37.09024,-95.712891
305134809,2018-09-30,Female,50s,Online,2018-10-01,A10001,25,46,11198.3,8601.56,Beauty & Health,Cosmetics,Europe,Norway,NO,NOR,59.9138204,10.7387413
305160987,2020-02-21,Female,40s,Online,2020-02-23,B10001,29,64,35075.5,15230.105,Clothes,Clothes,Africa,Senegal,SN,SEN,14.497401,-14.452362
305171716,2018-05-02,Female,20s,Online,2018-05-11,B10001,39,23,16967.1,16391.042,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
305233514,2019-12-21,Female,20s,Online,2019-12-23,C10002,35,49,31216.0,26013.302,Foods,Beverages,Asia,Thailand,THA,TH,13.75,100.5167
305252826,2018-04-13,Male,50s,Offline,,C10003,3,79,15081.9,12568.285,Foods,Vegetables,Europe,Belgium,BE,BEL,50.503887,4.469936
305268704,2018-08-04,Female,30s,Offline,,A10002,39,37,20492.6,17077.17,Beauty & Health,Personal Care,America,United States of America,US,USA,37.09024,-95.712891
305292308,2017-11-20,Male,30s,Online,2017-11-25,A10001,38,53,35979.7,29983.047,Beauty & Health,Cosmetics,Europe,United Kingdom,GB,GBR,51.51333,-0.088947
305294883,2020-12-17,Male,50s,Online,2020-12-20,C10005,40,45,39765.9,15872.407,Foods,Baby Food,Asia,Vietnam,VN,VNM,21.0241667,105.8411111
305296599,2018-09-14,Male,60s,Offline,,C10007,20,29,12490.2,10408.507,Foods,Meat,America,Mexico,MX,MEX,23.634501,-102.552784
305311191,2019-01-02,Female,20s,Online,2019-01-03,B10001,26,57,38416.7,32013.951,Clothes,Clothes,Asia,Philippines,PH,PHL,14.5833333,120.9666667
305327069,2018-05-02,Female,60s,Offline,,B10001,39,54,14339.9,11949.921,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
305342948,2019-02-20,Male,60s,Offline,2019-02-28,A10001,32,37,30109.1,16186.505,Beauty & Health,Cosmetics,Europe,Spain,ES,ESP,40.463667,-3.74922
305351960,2019-10-21,Male,50s,Online,2019-10-24,C10006,9,63,30887.3,25739.376,Foods,Cereal,Africa,Egypt,EG,EGY,26.820553,30.802498
305419766,2019-10-12,Female,30s,Online,2019-10-16,A10002,1,76,30549.8,25458.167,Beauty & Health,Personal Care,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
305432641,2017-02-14,Male,30s,Offline,2017-02-15,B10001,5,60,17956.0,14963.359,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
305449378,2019-04-09,Female,40s,Offline,,A10001,5,21,33328.1,19390.99,Beauty & Health,Cosmetics,Asia,China,CN,CHN,35.86166,104.195397
305451095,2018-06-18,Female,20s,Offline,,A10001,15,83,21222.8,12944.888,Beauty & Health,Cosmetics,Europe,Iceland,IS,ISL,65.0,-18.0
305457961,2018-12-16,Female,20s,Offline,,C10002,26,22,18723.8,10699.296,Foods,Beverages,Asia,Philippines,PH,PHL,14.5833333,120.9666667
305480706,2020-05-24,Male,60s,Online,2020-05-27,C10006,1,47,30177.1,16758.237,Foods,Cereal,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
305533921,2017-04-10,Female,50s,Offline,2017-04-16,A10001,17,32,24805.1,15179.854,Beauty & Health,Cosmetics,Asia,Japan,JP,JPN,36.204824,138.252924
305542504,2020-10-15,Male,60s,Online,2020-10-20,A10001,19,50,30673.1,25560.945,Beauty & Health,Cosmetics,Asia,Malaysia,MY,MYS,4.210484,101.975766
305550658,2020-09-17,Female,20s,Offline,,C10001,23,66,36126.1,14273.264,Foods,Snacks,Asia,Nepal,NP,NPL,28.394857,84.124008
305607306,2017-01-22,Female,30s,Offline,,B10001,12,59,48547.7,11215.344,Clothes,Clothes,Europe,Germany,DE,DEU,52.5234051,13.4113999
305609881,2020-05-06,Male,40s,Online,2020-05-13,C10003,4,74,36952.3,30793.564,Foods,Vegetables,America,Canada,CA,CAN,45.423494,-75.697933
305628335,2019-10-15,Male,20s,Online,2019-10-21,A10002,17,39,30167.7,15862.487,Beauty & Health,Personal Care,Asia,Japan,JP,JPN,36.204824,138.252924
305644214,2019-03-06,Male,60s,Online,2019-03-08,A10002,8,82,37006.4,14167.708,Beauty & Health,Personal Care,Europe,Denmark,DK,DNK,56.26392,9.501785
305663096,2019-05-27,Female,40s,Offline,,C10007,39,88,37069.6,16838.886,Foods,Meat,America,United States of America,US,USA,37.09024,-95.712891
305680263,2020-03-22,Male,30s,Online,2020-03-27,D10001,31,65,38958.3,38520.517,Home,Household,Asia,South Korea,KR,KOR,35.907757,127.766922
305694854,2020-01-27,Male,30s,Online,2020-01-28,C10002,5,54,37398.5,23836.634,Foods,Beverages,Asia,China,CN,CHN,35.86166,104.195397
305778110,2019-10-08,Male,40s,Offline,2019-10-13,C10007,22,84,39426.7,23761.048,Foods,Meat,Africa,Morocco,MA,MAR,31.791702,-7.09262
305823171,2017-02-05,Female,40s,Offline,,B10001,5,59,19738.2,18763.734,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
305836474,2019-12-29,Male,50s,Offline,,C10003,14,36,47707.6,18103.735,Foods,Vegetables,Europe,Hungary,HU,HUN,47.162494,19.503304
305861365,2017-07-06,Male,50s,Offline,2017-07-13,C10002,23,84,16168.0,13473.35,Foods,Beverages,Asia,Nepal,NP,NPL,28.394857,84.124008
305884969,2020-07-12,Female,40s,Online,2020-07-18,C10005,28,92,30804.3,11828.971,Foods,Baby Food,Europe,Russia,RU,RUS,55.755786,37.617633
305941188,2017-03-23,Female,40s,Offline,,B10001,28,62,46565.1,31655.092,Clothes,Clothes,Europe,Russia,RU,RUS,55.755786,37.617633
305984103,2017-10-26,Male,40s,Online,2017-11-01,C10003,5,97,41962.5,31963.48,Foods,Vegetables,Asia,China,CN,CHN,35.86166,104.195397
306002557,2017-01-17,Female,30s,Offline,,C10004,32,59,14285.5,11904.557,Foods,Fruits,Europe,Spain,ES,ESP,40.463667,-3.74922
306013715,2019-05-29,Female,20s,Online,2019-06-01,C10002,26,96,49262.4,17195.449,Foods,Beverages,Asia,Philippines,PH,PHL,14.5833333,120.9666667
306026160,2020-05-10,Female,50s,Online,2020-05-15,C10006,16,41,31549.5,15068.13,Foods,Cereal,Europe,Italy,IT,ITA,41.87194,12.56738
306045901,2018-07-07,Female,30s,Online,2018-07-11,A10001,33,46,14066.1,11721.78,Beauty & Health,Cosmetics,Europe,Sweden,SE,SWE,59.6167,16.55
306078088,2019-06-20,Male,60s,Online,2019-06-24,A10002,5,53,34350.4,28625.31,Beauty & Health,Personal Care,Asia,China,CN,CHN,35.86166,104.195397
306094396,2018-04-27,Female,50s,Offline,,B10001,16,65,22685.5,12852.823,Clothes,Clothes,Europe,Italy,IT,ITA,41.87194,12.56738
306155335,2019-11-01,Female,20s,Online,2019-11-01,C10004,34,45,39273.1,32727.623,Foods,Fruits,Asia,Taiwan,TW,TWN,23.69781,120.960515
306168210,2017-05-19,Male,20s,Offline,,C10003,19,41,22468.0,18395.082,Foods,Vegetables,Asia,Malaysia,MY,MYS,4.210484,101.975766
306186234,2019-01-06,Male,20s,Offline,,B10001,4,85,38606.4,32171.97,Clothes,Clothes,America,Canada,CA,CAN,45.423494,-75.697933
306205976,2019-11-21,Female,50s,Online,2019-11-23,C10006,33,97,30986.0,18119.76,Foods,Cereal,Europe,Sweden,SE,SWE,59.6167,16.55
306210267,2018-06-09,Female,20s,Online,2018-06-11,B10001,5,65,25476.9,12587.174,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
306331288,2019-05-06,Male,30s,Offline,,C10007,32,66,37909.3,31591.065,Foods,Meat,Europe,Spain,ES,ESP,40.463667,-3.74922
306363904,2018-06-22,Female,30s,Online,2018-06-24,C10005,3,71,24682.5,13587.828,Foods,Baby Food,Europe,Belgium,BE,BEL,50.503887,4.469936
306391799,2020-05-13,Female,50s,Offline,2020-05-17,C10007,39,51,31878.0,15150.278,Foods,Meat,America,United States of America,US,USA,37.09024,-95.712891
306542861,2020-05-17,Male,30s,Online,2020-05-17,C10001,3,49,39203.9,26190.961,Foods,Snacks,Europe,Belgium,BE,BEL,50.503887,4.469936
306565606,2020-05-26,Female,40s,Online,2020-05-27,C10004,5,43,39699.0,33082.54,Foods,Fruits,Asia,China,CN,CHN,35.86166,104.195397
306610238,2017-03-27,Female,30s,Online,2017-04-05,D10001,18,73,16159.2,13466.033,Home,Household,Africa,Kenya,KE,KEN,1.0,38.0
306615817,2019-01-14,Female,30s,Online,2019-01-19,A10002,36,90,31233.8,26028.17,Beauty & Health,Personal Care,Africa,Togo,TG,TGO,8.0,1.1
306621825,2019-11-06,Male,40s,Online,2019-11-08,D10002,13,55,38619.7,32183.101,Office,Office Supplies,Europe,Greece,GR,GRC,39.074208,21.824312
306628692,2018-12-01,Male,20s,Online,2018-12-05,A10002,15,44,86059.9,14195.835,Beauty & Health,Personal Care,Europe,Iceland,IS,ISL,65.0,-18.0
306635558,2020-03-21,Male,30s,Offline,,C10004,3,40,30634.4,17637.041,Foods,Fruits,Europe,Belgium,BE,BEL,50.503887,4.469936
306665599,2020-04-18,Male,20s,Offline,2020-04-21,D10002,35,57,39969.3,15145.894,Office,Office Supplies,Asia,Thailand,THA,TH,13.75,100.5167
306734693,2018-08-05,Male,40s,Offline,2018-08-12,B10001,9,66,12839.8,10699.819,Clothes,Clothes,Africa,Egypt,EG,EGY,26.820553,30.802498
306799495,2018-10-23,Male,20s,Online,2018-10-30,A10002,20,91,14915.2,12429.3,Beauty & Health,Personal Care,America,Mexico,MX,MEX,23.634501,-102.552784
306803786,2019-02-06,Male,20s,Online,2019-02-10,C10007,30,31,36552.9,30460.75,Foods,Meat,Asia,Singapore,SG,SGP,1.2894066,103.8499619
306827819,2020-08-18,Female,60s,Offline,,C10004,17,53,39108.7,32590.597,Foods,Fruits,Asia,Japan,JP,JPN,36.204824,138.252924
306887471,2017-10-11,Female,30s,Online,2017-10-14,C10005,30,63,46939.3,14181.519,Foods,Baby Food,Asia,Singapore,SG,SGP,1.2894066,103.8499619
306892621,2019-09-29,Male,20s,Offline,,C10002,35,54,38622.4,38589.136,Foods,Beverages,Asia,Thailand,THA,TH,13.75,100.5167
306923091,2020-01-17,Female,40s,Online,2020-01-20,C10003,21,28,36116.0,30096.633,Foods,Vegetables,Asia,Mongolia,MN,MNG,47.0077031,103.7914154
306930387,2017-05-01,Female,30s,Offline,,B10001,8,63,14177.7,11814.778,Clothes,Clothes,Europe,Denmark,DK,DNK,56.26392,9.501785
306938111,2019-01-10,Male,60s,Online,2019-01-12,C10006,4,58,32393.7,14033.935,Foods,Cereal,America,Canada,CA,CAN,45.423494,-75.697933
306959140,2018-10-22,Female,40s,Offline,2018-10-24,B10001,30,40,20980.0,16739.271,Clothes,Clothes,Asia,Singapore,SG,SGP,1.2894066,103.8499619
306967294,2018-07-11,Female,30s,Offline,,C10003,36,63,16706.9,13922.391,Foods,Vegetables,Africa,Togo,TG,TGO,8.0,1.1
307026088,2017-05-24,Male,30s,Online,2017-05-30,C10002,39,69,46776.4,10364.928,Foods,Beverages,America,United States of America,US,USA,37.09024,-95.712891
307084882,2019-01-04,Female,30s,Offline,,B10001,18,50,38002.8,12421.551,Clothes,Clothes,Africa,Kenya,KE,KEN,1.0,38.0
307092177,2019-05-01,Male,50s,Online,2019-05-06,B10001,5,66,38982.2,32485.134,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
307132089,2017-08-18,Female,40s,Online,2017-08-22,C10004,33,54,10397.7,8664.742,Foods,Fruits,Europe,Sweden,SE,SWE,59.6167,16.55
307135093,2020-08-27,Male,30s,Online,2020-08-31,D10002,39,86,38610.8,32175.667,Office,Office Supplies,America,United States of America,US,USA,37.09024,-95.712891
307233369,2017-09-12,Male,30s,Offline,,C10003,26,40,19200.5,18101.226,Foods,Vegetables,Asia,Philippines,PH,PHL,14.5833333,120.9666667
307234656,2017-09-05,Male,20s,Offline,2017-09-11,C10003,39,49,22127.8,18148.373,Foods,Vegetables,America,United States of America,US,USA,37.09024,-95.712891
307337224,2018-04-10,Female,30s,Online,2018-04-11,B10001,32,75,69077.6,64584.36,Clothes,Clothes,Europe,Spain,ES,ESP,40.463667,-3.74922
307368552,2020-03-03,Female,40s,Online,2020-03-03,C10007,1,56,30211.9,25176.557,Foods,Meat,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
307417476,2019-01-04,Male,50s,Online,2019-01-06,B10001,5,48,37485.8,31238.204,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
307460391,2017-11-23,Female,20s,Online,2017-11-29,A10001,5,22,87050.5,30099.081,Beauty & Health,Cosmetics,Asia,China,CN,CHN,35.86166,104.195397
307515323,2018-03-20,Female,20s,Offline,,A10001,27,79,14789.2,10954.205,Beauty & Health,Cosmetics,Europe,Poland,PL,POL,51.919438,19.145136
307541930,2019-07-07,Female,50s,Online,2019-07-09,C10004,25,46,30318.2,19936.51,Foods,Fruits,Europe,Norway,NO,NOR,59.9138204,10.7387413
307549655,2020-07-21,Female,60s,Online,2020-07-24,C10004,5,67,30342.4,23171.506,Foods,Fruits,Asia,China,CN,CHN,35.86166,104.195397
307628619,2017-12-08,Male,50s,Offline,,C10003,5,67,31428.2,14124.924,Foods,Vegetables,Asia,China,CN,CHN,35.86166,104.195397
307641494,2018-09-24,Female,50s,Online,2018-09-27,A10001,16,52,73543.6,12090.436,Beauty & Health,Cosmetics,Europe,Italy,IT,ITA,41.87194,12.56738
307643210,2017-04-06,Male,20s,Offline,,D10002,40,53,32865.5,23744.73,Office,Office Supplies,Asia,Vietnam,VN,VNM,21.0241667,105.8411111
307665526,2020-05-18,Male,60s,Online,2020-05-20,A10002,2,64,30716.8,19001.289,Beauty & Health,Personal Care,Europe,Austria,AT,AUT,48.2092062,16.3727778
307678830,2020-10-13,Male,20s,Online,2020-10-16,C10006,16,35,39609.2,38755.279,Foods,Cereal,Europe,Italy,IT,ITA,41.87194,12.56738
307722604,2017-02-12,Male,20s,Online,2017-02-12,B10001,30,38,17447.4,13466.733,Clothes,Clothes,Asia,Singapore,SG,SGP,1.2894066,103.8499619
307762086,2020-11-03,Male,60s,Offline,,C10003,30,67,38782.8,38419.355,Foods,Vegetables,Asia,Singapore,SG,SGP,1.2894066,103.8499619
307771527,2019-12-26,Male,20s,Offline,2019-12-28,B10001,39,90,31688.3,16920.968,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
307771956,2020-12-09,Male,60s,Online,2020-12-11,C10006,19,32,35080.1,29233.402,Foods,Cereal,Asia,Malaysia,MY,MYS,4.210484,101.975766
307791697,2017-11-01,Male,20s,Offline,2017-11-03,C10002,26,85,13351.9,11126.556,Foods,Beverages,Asia,Philippines,PH,PHL,14.5833333,120.9666667
307811009,2017-12-05,Female,40s,Online,2017-12-07,B10001,2,44,18452.0,14629.888,Clothes,Clothes,Europe,Austria,AT,AUT,48.2092062,16.3727778
307829034,2019-01-04,Female,20s,Online,2019-01-10,B10001,39,129,34229.2,28524.326,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
307829892,2018-07-24,Female,20s,Offline,2018-07-25,A10002,41,74,12272.4,10227.016,Beauty & Health,Personal Care,Asia,Yemen,YE,YEM,15.0,48.0
307865083,2018-01-10,Female,20s,Online,2018-01-14,C10002,9,66,37369.7,19411.445,Foods,Beverages,Africa,Egypt,EG,EGY,26.820553,30.802498
307937180,2020-02-19,Female,30s,Online,2020-02-20,C10004,39,62,38872.3,32393.573,Foods,Fruits,America,United States of America,US,USA,37.09024,-95.712891
307963788,2019-03-16,Male,30s,Offline,,C10002,8,65,30586.6,25488.82,Foods,Beverages,Europe,Denmark,DK,DNK,56.26392,9.501785
307983100,2020-05-15,Male,50s,Offline,,C10004,39,58,30731.0,14069.744,Foods,Fruits,America,United States of America,US,USA,37.09024,-95.712891
308004128,2020-03-14,Male,50s,Online,2020-03-19,D10001,23,45,32120.6,26767.136,Home,Household,Asia,Nepal,NP,NPL,28.394857,84.124008
308022582,2020-08-04,Male,50s,Offline,2020-08-10,A10002,33,52,30429.7,25424.341,Beauty & Health,Personal Care,Europe,Sweden,SE,SWE,59.6167,16.55
308085668,2020-04-12,Female,50s,Online,2020-04-14,A10002,38,76,39097.6,38651.704,Beauty & Health,Personal Care,Europe,United Kingdom,GB,GBR,51.51333,-0.088947
308107125,2020-12-10,Male,20s,Online,2020-12-12,A10002,27,65,30518.0,13431.098,Beauty & Health,Personal Care,Europe,Poland,PL,POL,51.919438,19.145136
308109700,2019-11-30,Male,30s,Online,2019-12-01,C10002,1,52,37433.7,31194.711,Foods,Beverages,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
308121716,2019-06-03,Male,30s,Offline,,C10007,39,43,37072.4,11187.006,Foods,Meat,America,United States of America,US,USA,37.09024,-95.712891
308134162,2019-08-03,Male,40s,Online,2019-08-09,C10006,24,109,30384.5,25320.458,Foods,Cereal,Oceania,New Zealand,NZ,NZL,-41.28648,174.776217
308137166,2018-12-03,Female,30s,Online,2018-12-07,A10001,36,54,67791.8,14821.59,Beauty & Health,Cosmetics,Africa,Togo,TG,TGO,8.0,1.1
308189523,2020-11-13,Female,50s,Online,2020-11-18,C10006,16,56,30504.4,23769.208,Foods,Cereal,Europe,Italy,IT,ITA,41.87194,12.56738
308190810,2017-01-07,Male,50s,Offline,2017-01-09,C10007,25,41,12887.2,10739.322,Foods,Meat,Europe,Norway,NO,NOR,59.9138204,10.7387413
308203256,2019-03-29,Male,30s,Online,2019-04-01,C10002,39,75,31394.7,13868.119,Foods,Beverages,America,United States of America,US,USA,37.09024,-95.712891
308221709,2018-09-18,Female,20s,Online,2018-09-27,A10001,9,21,13441.0,11200.812,Beauty & Health,Cosmetics,Africa,Egypt,EG,EGY,26.820553,30.802498
308250033,2018-06-03,Male,30s,Offline,,D10001,1,57,51630.7,17527.245,Home,Household,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
